presyn_cell_group,postsyn_cell_group,synapses,synapse_fraction
SNbicil,SN.NS17,0,0
SNbicil,SN.YF5cil,0,0
SNbicil,SN.NS19,0,0
SNbicil,SN.NS20,0,0
SNbicil,SN.NS6,0,
SNbicil,SN.NS29,0,0
SNbicil,SN.NS27,0,0
SNbicil,SN.NS18,0,0
SNbicil,SN.NS16,0,0
SNbicil,SNadNS22,0,0
SNbicil,SNblunt,0,0
SNbicil,SN.DLSO1.3,0,0
SNbicil,SNbronto,0,0
SNbicil,SN.DLSO1.1NP,0,0
SNbicil,SN.DLSO1.1,0,0
SNbicil,SNtorii,0,0
SNbicil,SNtrpa,0,0
SNbicil,IN1,0,0
SNbicil,INton,0,0
SNbicil,INpreSer,0,0
SNbicil,INRGWa,0,0
SNbicil,INNOS,0,0
SNbicil,cMNPDF.vcl1,0,0
SNbicil,cMNATO,16,0.3137254901960784
SNbicil,cMNdc..PDF,1,0.02702702702702703
SNbicil,INlasso,0,0
SNbicil,INdecussPre,0,0
SNbicil,INpreMN,0,0
SNbicil,MC2biax.1,0,0
SNbicil,INCrossbow,0,0
SNbicil,INarc1,0,0
SNbicil,INarc2,0,0
SNbicil,INsn,0,0
SNbicil,INrope,0,0
SNbicil,INMC3,0,0
SNbicil,INbiax,0,0
SNbicil,INsplitPUh,0,0
SNbicil,INdc,0,0
SNbicil,INfoot,0,0
SNbicil,INW,0,0
SNbicil,INmidL,0,0
SNbicil,INhook,0,0
SNbicil,INMBtype6,0,0
SNbicil,INMBtype5,0,0
SNbicil,INMBtype7,0,0
SNbicil,INcross,0,0
SNbicil,INpro,0,0
SNbicil,INproT2,0,0
SNbicil,INpear,0,0
SNbicil,INZ,0,0
SNbicil,INbigloop,0,0
SNbicil,INUturn,0,0
SNbicil,INdecussfoot,0,0
SNbicil,INdecusshook,0,0
SNbicil,INlasso.postSN,0,0
SNbicil,INR1,0,0
SNbicil,INmus,0,0
SNbicil,INdescLuqinPDF,0,0
SNbicil,INsqNSasym,0,0
SNbicil,INhorn,0,0
SNbicil,INMBPDF,0,0
SNbicil,INMBdescFMRF,0,0
SNbicil,INDLSO,0,0
SNbicil,INexsn,0,0
SNbicil,MBmouth.young.1360479,0,0
SNbicil,INtorii,0,0
SNbicil,INUturnMB,0,0
SNbicil,IN.1301924,0,0
SNbicil,INMBdesc3,0,0
SNbicil,INMBdesc2,0,0
SNbicil,INpara,0,0
SNbicil,Ser.h1,1,0.005681818181818182
SNbicil,MC,0,0
SNbicil,MNant,0,0
SNbicil,MN3,0,0
SNbicil,MN1,0,0
SNbicil,MN2,0,0
SNbicil,MNakro,0,0
SNbicil,MNgland.head,0,0
SNbicil,MNheadV,0,0
SNasym,PRC,0,0
SNasym,cPRC,0,0
SNasym,SNnuchPDF,1,0.011904761904761904
SNasym,SNnuchNS,0,0
SNasym,SNnuchBx,0,0
SNasym,SNgolden,0,0
SNasym,SNhorn,0,0
SNasym,SNhook,0,0
SNasym,SNlasso,0,0
SNasym,SNMIP.vc,0,0
SNasym,SNmus,0,
SNasym,SNantlerPDF,0,0
SNasym,SNPDF.dcl1,0,0
SNasym,SN.DLSO1.2,0,0
SNasym,SN.DLSO,0,0
SNasym,SN.DLSO1.2.1,0,0
SNasym,SN.DLSO2l,3,0.1
SNasym,SNMB2,2,0.14285714285714285
SNasym,eyespot.PRCR3,0,0
SNasym,eyespot.PRCR1,0,0
SNasym,MS1,0,0
SNasym,MS2,0,0
SNasym,MS3,0,0
SNasym,SN.ASTC,0,0
SNasym,SN.DLSO3.PDF,0,0
SNasym,SN.DLSO3,0,0
SNasym,SN.IRP2.burs,0,0
SNasym,SN.IRP2.FMRF,0,0
SNasym,SN.MIP4,0,0
SNasym,SN.MIP1,0,0
SNasym,SN.WLD,0,0
SNasym,SN.DSO17,1,0.05555555555555555
SNasym,SNbicil,0,0
SNasym,SNasym,0,0
SNasym,SN47Ach,0,0
SNasym,dsoNPB1unp,0,0
SNasym,antPUc,0,0
SNasym,hPUc1,0,0
SNasym,hPUc,0,0
SNasym,dsoPUc1unp,0,0
SNasym,hPU2l.asymPDF,0,0
SNasym,hCR2,0,0
SNasym,SN.DLSO1.0,0,0
SNasym,SN.NS1,0,0
SNasym,SN.NS3,0,0
SNasym,SN.NS4,0,0
SNasym,SN.NS15,0,0
SNasym,SNaant,0,0
SNasym,SN.NS22,0,0
SNasym,SN.NS5,0,0
SNasym,SN.NS17,0,0
SNasym,SN.YF5cil,1,0.045454545454545456
SNasym,SN.NS19,1,0.014285714285714285
SNasym,SN.NS20,0,0
SNasym,SN.NS6,0,
SNasym,SN.NS29,0,0
SNasym,SN.NS27,0,0
SNasym,SN.NS18,0,0
SNasym,SN.NS16,0,0
SNasym,SNadNS22,0,0
SNasym,SNblunt,0,0
SNasym,SN.DLSO1.3,0,0
SNasym,SNbronto,0,0
SNasym,SN.DLSO1.1NP,0,0
SNasym,SN.DLSO1.1,0,0
SNasym,SNtorii,0,0
SNasym,SNtrpa,0,0
SNasym,IN1,0,0
SNasym,INton,0,0
SNasym,INpreSer,1,0.125
SNasym,INRGWa,2,0.006968641114982578
SNasym,INNOS,1,0.014492753623188406
SNasym,cMNPDF.vcl1,0,0
SNasym,cMNATO,0,0
SNasym,cMNdc..PDF,0,0
SNasym,INlasso,0,0
SNasym,INdecussPre,0,0
SNasym,INpreMN,0,0
SNasym,MC2biax.1,0,0
SNasym,INCrossbow,4,0.05063291139240506
SNasym,INarc1,0,0
SNasym,INarc2,8,0.08695652173913043
SNasym,INsn,0,0
SNasym,INrope,0,0
SNasym,INMC3,0,0
SNasym,INbiax,0,0
SNasym,INsplitPUh,0,0
SNasym,INdc,1,0.041666666666666664
SNasym,INfoot,0,0
SNasym,INW,0,0
SNasym,INmidL,0,0
SNasym,INhook,0,0
SNasym,INMBtype6,0,0
SNasym,INMBtype5,0,0
SNasym,INMBtype7,0,0
SNasym,INcross,0,0
SNasym,INpro,0,0
SNasym,INproT2,0,0
SNasym,INpear,0,0
SNasym,INZ,0,0
SNasym,INbigloop,0,0
SNasym,INUturn,0,0
SNasym,INdecussfoot,0,0
SNasym,INdecusshook,0,0
SNasym,INlasso.postSN,0,0
SNasym,INR1,0,0
SNasym,INmus,0,0
SNasym,INdescLuqinPDF,0,0
SNasym,INsqNSasym,3,0.15
SNasym,INhorn,0,0
SNasym,INMBPDF,0,0
SNasym,INMBdescFMRF,0,0
SNasym,INDLSO,1,0.058823529411764705
SNasym,INexsn,0,0
SNasym,MBmouth.young.1360479,0,0
SNasym,INtorii,0,0
SNasym,INUturnMB,0,0
SNasym,IN.1301924,0,0
SNasym,INMBdesc3,0,0
SNasym,INMBdesc2,0,0
SNasym,INpara,0,0
SNasym,Ser.h1,0,0
SNasym,MC,0,0
SNasym,MNant,0,0
SNasym,MN3,0,0
SNasym,MN1,0,0
SNasym,MN2,0,0
SNasym,MNakro,0,0
SNasym,MNgland.head,0,0
SNasym,MNheadV,0,0
SN47Ach,PRC,0,0
SN47Ach,cPRC,0,0
SN47Ach,SNnuchPDF,0,0
SN47Ach,SNnuchNS,0,0
SN47Ach,SNnuchBx,0,0
SN47Ach,SNgolden,0,0
SN47Ach,SNhorn,0,0
SN47Ach,SNhook,0,0
SN47Ach,SNlasso,0,0
SN47Ach,SNMIP.vc,0,0
SN47Ach,SNmus,0,
SN47Ach,SNantlerPDF,0,0
SN47Ach,SNPDF.dcl1,0,0
SN47Ach,SN.DLSO1.2,0,0
SN47Ach,SN.DLSO,0,0
SN47Ach,SN.DLSO1.2.1,0,0
SN47Ach,SN.DLSO2l,0,0
SN47Ach,SNMB2,0,0
SN47Ach,eyespot.PRCR3,0,0
SN47Ach,eyespot.PRCR1,0,0
SN47Ach,MS1,0,0
SN47Ach,MS2,0,0
SN47Ach,MS3,0,0
SN47Ach,SN.ASTC,0,0
SN47Ach,SN.DLSO3.PDF,0,0
SN47Ach,SN.DLSO3,0,0
SN47Ach,SN.IRP2.burs,1,1
SN47Ach,SN.IRP2.FMRF,0,0
SN47Ach,SN.MIP4,0,0
SN47Ach,SN.MIP1,0,0
SN47Ach,SN.WLD,0,0
SN47Ach,SN.DSO17,0,0
SN47Ach,SNbicil,0,0
SN47Ach,SNasym,0,0
SN47Ach,SN47Ach,0,0
SN47Ach,dsoNPB1unp,0,0
SN47Ach,antPUc,0,0
SN47Ach,hPUc1,0,0
SN47Ach,hPUc,0,0
SN47Ach,dsoPUc1unp,0,0
SN47Ach,hPU2l.asymPDF,0,0
SN47Ach,hCR2,0,0
SN47Ach,SN.DLSO1.0,0,0
SN47Ach,SN.NS1,0,0
SN47Ach,SN.NS3,0,0
SN47Ach,SN.NS4,0,0
SN47Ach,SN.NS15,0,0
SN47Ach,SNaant,0,0
SN47Ach,SN.NS22,0,0
SN47Ach,SN.NS5,0,0
SN47Ach,SN.NS17,0,0
SN47Ach,SN.YF5cil,0,0
SN47Ach,SN.NS19,0,0
SN47Ach,SN.NS20,0,0
SN47Ach,SN.NS6,0,
SN47Ach,SN.NS29,0,0
SN47Ach,SN.NS27,0,0
SN47Ach,SN.NS18,0,0
SN47Ach,SN.NS16,0,0
SN47Ach,SNadNS22,0,0
SN47Ach,SNblunt,0,0
SN47Ach,SN.DLSO1.3,0,0
SN47Ach,SNbronto,0,0
SN47Ach,SN.DLSO1.1NP,0,0
SN47Ach,SN.DLSO1.1,0,0
SN47Ach,SNtorii,0,0
SN47Ach,SNtrpa,0,0
SN47Ach,IN1,0,0
SN47Ach,INton,0,0
SN47Ach,INpreSer,1,0.125
SN47Ach,INRGWa,29,0.10104529616724739
SN47Ach,INNOS,5,0.07246376811594203
SN47Ach,cMNPDF.vcl1,0,0
SN47Ach,cMNATO,0,0
SN47Ach,cMNdc..PDF,0,0
SN47Ach,INlasso,1,0.02857142857142857
SN47Ach,INdecussPre,0,0
SN47Ach,INpreMN,0,0
SN47Ach,MC2biax.1,0,0
SN47Ach,INCrossbow,1,0.012658227848101266
SN47Ach,INarc1,1,0.007692307692307693
SN47Ach,INarc2,4,0.043478260869565216
SN47Ach,INsn,0,0
SN47Ach,INrope,0,0
SN47Ach,INMC3,0,0
SN47Ach,INbiax,0,0
SN47Ach,INsplitPUh,0,0
SN47Ach,INdc,0,0
SN47Ach,INfoot,0,0
SN47Ach,INW,0,0
SN47Ach,INmidL,0,0
SN47Ach,INhook,0,0
SN47Ach,INMBtype6,0,0
SN47Ach,INMBtype5,0,0
SN47Ach,INMBtype7,0,0
SN47Ach,INcross,0,0
SN47Ach,INpro,0,0
SN47Ach,INproT2,0,0
SN47Ach,INpear,0,0
SN47Ach,INZ,0,0
SN47Ach,INbigloop,0,0
SN47Ach,INUturn,14,0.358974358974359
SN47Ach,INdecussfoot,0,0
SN47Ach,INdecusshook,0,0
SN47Ach,INlasso.postSN,0,0
SN47Ach,INR1,0,0
SN47Ach,INmus,0,0
SN47Ach,INdescLuqinPDF,1,0.03125
SN47Ach,INsqNSasym,0,0
SN47Ach,INhorn,0,0
SN47Ach,INMBPDF,0,0
SN47Ach,INMBdescFMRF,0,0
SN47Ach,INDLSO,0,0
SN47Ach,INexsn,0,0
SN47Ach,MBmouth.young.1360479,0,0
SN47Ach,INtorii,0,0
SN47Ach,INUturnMB,0,0
SN47Ach,IN.1301924,0,0
SN47Ach,INMBdesc3,0,0
SN47Ach,INMBdesc2,0,0
SN47Ach,INpara,0,0
SN47Ach,Ser.h1,2,0.011363636363636364
SN47Ach,MC,0,0
SN47Ach,MNant,0,0
SN47Ach,MN3,0,0
SN47Ach,MN1,0,0
SN47Ach,MN2,0,0
SN47Ach,MNakro,0,0
SN47Ach,MNgland.head,0,0
SN47Ach,MNheadV,0,0
dsoNPB1unp,PRC,0,0
dsoNPB1unp,cPRC,0,0
dsoNPB1unp,SNnuchPDF,0,0
dsoNPB1unp,SNnuchNS,0,0
dsoNPB1unp,SNnuchBx,0,0
dsoNPB1unp,SNgolden,0,0
dsoNPB1unp,SNhorn,0,0
dsoNPB1unp,SNhook,0,0
dsoNPB1unp,SNlasso,0,0
dsoNPB1unp,SNMIP.vc,0,0
dsoNPB1unp,SNmus,0,
dsoNPB1unp,SNantlerPDF,0,0
dsoNPB1unp,SNPDF.dcl1,0,0
dsoNPB1unp,SN.DLSO1.2,0,0
dsoNPB1unp,SN.DLSO,0,0
dsoNPB1unp,SN.DLSO1.2.1,0,0
dsoNPB1unp,SN.DLSO2l,0,0
dsoNPB1unp,SNMB2,0,0
dsoNPB1unp,eyespot.PRCR3,0,0
dsoNPB1unp,eyespot.PRCR1,0,0
dsoNPB1unp,MS1,0,0
dsoNPB1unp,MS2,0,0
dsoNPB1unp,MS3,0,0
dsoNPB1unp,SN.ASTC,0,0
dsoNPB1unp,SN.DLSO3.PDF,0,0
dsoNPB1unp,SN.DLSO3,0,0
dsoNPB1unp,SN.IRP2.burs,0,0
dsoNPB1unp,SN.IRP2.FMRF,0,0
dsoNPB1unp,SN.MIP4,0,0
dsoNPB1unp,SN.MIP1,0,0
dsoNPB1unp,SN.WLD,0,0
dsoNPB1unp,SN.DSO17,0,0
dsoNPB1unp,SNbicil,0,0
dsoNPB1unp,SNasym,0,0
dsoNPB1unp,SN47Ach,0,0
dsoNPB1unp,dsoNPB1unp,0,0
dsoNPB1unp,antPUc,0,0
dsoNPB1unp,hPUc1,0,0
dsoNPB1unp,hPUc,1,0.0625
dsoNPB1unp,dsoPUc1unp,0,0
dsoNPB1unp,hPU2l.asymPDF,0,0
dsoNPB1unp,hCR2,0,0
dsoNPB1unp,SN.DLSO1.0,0,0
dsoNPB1unp,SN.NS1,0,0
dsoNPB1unp,SN.NS3,0,0
dsoNPB1unp,SN.NS4,0,0
dsoNPB1unp,SN.NS15,0,0
dsoNPB1unp,SNaant,0,0
dsoNPB1unp,SN.NS22,0,0
dsoNPB1unp,SN.NS5,0,0
dsoNPB1unp,SN.NS17,0,0
dsoNPB1unp,SN.YF5cil,0,0
dsoNPB1unp,SN.NS19,0,0
dsoNPB1unp,SN.NS20,0,0
dsoNPB1unp,SN.NS6,0,
dsoNPB1unp,SN.NS29,0,0
dsoNPB1unp,SN.NS27,0,0
dsoNPB1unp,SN.NS18,0,0
dsoNPB1unp,SN.NS16,0,0
dsoNPB1unp,SNadNS22,0,0
dsoNPB1unp,SNblunt,0,0
dsoNPB1unp,SN.DLSO1.3,0,0
dsoNPB1unp,SNbronto,0,0
dsoNPB1unp,SN.DLSO1.1NP,0,0
dsoNPB1unp,SN.DLSO1.1,0,0
dsoNPB1unp,SNtorii,0,0
dsoNPB1unp,SNtrpa,0,0
dsoNPB1unp,IN1,0,0
dsoNPB1unp,INton,0,0
dsoNPB1unp,INpreSer,0,0
dsoNPB1unp,INRGWa,0,0
dsoNPB1unp,INNOS,0,0
dsoNPB1unp,cMNPDF.vcl1,0,0
dsoNPB1unp,cMNATO,0,0
dsoNPB1unp,cMNdc..PDF,0,0
dsoNPB1unp,INlasso,0,0
dsoNPB1unp,INdecussPre,0,0
dsoNPB1unp,INpreMN,0,0
dsoNPB1unp,MC2biax.1,0,0
dsoNPB1unp,INCrossbow,0,0
dsoNPB1unp,INarc1,1,0.007692307692307693
dsoNPB1unp,INarc2,0,0
dsoNPB1unp,INsn,0,0
dsoNPB1unp,INrope,0,0
dsoNPB1unp,INMC3,0,0
dsoNPB1unp,INbiax,0,0
dsoNPB1unp,INsplitPUh,5,0.22727272727272727
dsoNPB1unp,INdc,0,0
dsoNPB1unp,INfoot,0,0
dsoNPB1unp,INW,0,0
dsoNPB1unp,INmidL,0,0
dsoNPB1unp,INhook,0,0
dsoNPB1unp,INMBtype6,0,0
dsoNPB1unp,INMBtype5,0,0
dsoNPB1unp,INMBtype7,0,0
dsoNPB1unp,INcross,0,0
dsoNPB1unp,INpro,0,0
dsoNPB1unp,INproT2,0,0
dsoNPB1unp,INpear,0,0
dsoNPB1unp,INZ,0,0
dsoNPB1unp,INbigloop,0,0
dsoNPB1unp,INUturn,0,0
dsoNPB1unp,INdecussfoot,0,0
dsoNPB1unp,INdecusshook,0,0
dsoNPB1unp,INlasso.postSN,0,0
dsoNPB1unp,INR1,0,0
dsoNPB1unp,INmus,0,0
dsoNPB1unp,INdescLuqinPDF,0,0
dsoNPB1unp,INsqNSasym,0,0
dsoNPB1unp,INhorn,0,0
dsoNPB1unp,INMBPDF,0,0
dsoNPB1unp,INMBdescFMRF,0,0
dsoNPB1unp,INDLSO,0,0
dsoNPB1unp,INexsn,0,0
dsoNPB1unp,MBmouth.young.1360479,0,0
dsoNPB1unp,INtorii,0,0
dsoNPB1unp,INUturnMB,0,0
dsoNPB1unp,IN.1301924,0,0
dsoNPB1unp,INMBdesc3,0,0
dsoNPB1unp,INMBdesc2,0,0
dsoNPB1unp,INpara,0,0
dsoNPB1unp,Ser.h1,0,0
dsoNPB1unp,MC,0,0
dsoNPB1unp,MNant,0,0
dsoNPB1unp,MN3,0,0
dsoNPB1unp,MN1,0,0
dsoNPB1unp,MN2,0,0
dsoNPB1unp,MNakro,0,0
dsoNPB1unp,MNgland.head,0,0
dsoNPB1unp,MNheadV,0,0
antPUc,PRC,0,0
antPUc,cPRC,0,0
antPUc,SNnuchPDF,0,0
antPUc,SNnuchNS,0,0
antPUc,SNnuchBx,0,0
antPUc,SNgolden,0,0
antPUc,SNhorn,0,0
antPUc,SNhook,0,0
antPUc,SNlasso,0,0
antPUc,SNMIP.vc,0,0
antPUc,SNmus,0,
antPUc,SNantlerPDF,0,0
antPUc,SNPDF.dcl1,0,0
antPUc,SN.DLSO1.2,0,0
antPUc,SN.DLSO,0,0
antPUc,SN.DLSO1.2.1,0,0
antPUc,SN.DLSO2l,0,0
antPUc,SNMB2,0,0
antPUc,eyespot.PRCR3,0,0
antPUc,eyespot.PRCR1,0,0
antPUc,MS1,0,0
antPUc,MS2,0,0
antPUc,MS3,0,0
antPUc,SN.ASTC,0,0
antPUc,SN.DLSO3.PDF,0,0
antPUc,SN.DLSO3,0,0
antPUc,SN.IRP2.burs,0,0
antPUc,SN.IRP2.FMRF,0,0
antPUc,SN.MIP4,0,0
antPUc,SN.MIP1,0,0
antPUc,SN.WLD,0,0
antPUc,SN.DSO17,0,0
antPUc,SNbicil,0,0
antPUc,SNasym,0,0
antPUc,SN47Ach,0,0
antPUc,dsoNPB1unp,0,0
antPUc,antPUc,7,0.5384615384615384
antPUc,hPUc1,0,0
antPUc,hPUc,0,0
antPUc,dsoPUc1unp,0,0
antPUc,hPU2l.asymPDF,0,0
antPUc,hCR2,3,0.08108108108108109
antPUc,SN.DLSO1.0,0,0
antPUc,SN.NS1,0,0
antPUc,SN.NS3,0,0
antPUc,SN.NS4,0,0
antPUc,SN.NS15,0,0
antPUc,SNaant,0,0
antPUc,SN.NS22,0,0
antPUc,SN.NS5,0,0
antPUc,SN.NS17,0,0
antPUc,SN.YF5cil,0,0
antPUc,SN.NS19,0,0
antPUc,SN.NS20,0,0
antPUc,SN.NS6,0,
antPUc,SN.NS29,0,0
antPUc,SN.NS27,0,0
antPUc,SN.NS18,0,0
antPUc,SN.NS16,0,0
antPUc,SNadNS22,0,0
antPUc,SNblunt,2,0.2
antPUc,SN.DLSO1.3,0,0
antPUc,SNbronto,0,0
antPUc,SN.DLSO1.1NP,0,0
antPUc,SN.DLSO1.1,0,0
antPUc,SNtorii,0,0
antPUc,SNtrpa,0,0
antPUc,IN1,0,0
antPUc,INton,0,0
antPUc,INpreSer,0,0
antPUc,INRGWa,0,0
antPUc,INNOS,0,0
antPUc,cMNPDF.vcl1,0,0
antPUc,cMNATO,0,0
antPUc,cMNdc..PDF,0,0
antPUc,INlasso,0,0
antPUc,INdecussPre,0,0
antPUc,INpreMN,0,0
antPUc,MC2biax.1,0,0
antPUc,INCrossbow,0,0
antPUc,INarc1,3,0.023076923076923078
antPUc,INarc2,0,0
antPUc,INsn,0,0
antPUc,INrope,0,0
antPUc,INMC3,2,0.2857142857142857
antPUc,INbiax,0,0
antPUc,INsplitPUh,1,0.045454545454545456
antPUc,INdc,0,0
antPUc,INfoot,0,0
antPUc,INW,0,0
antPUc,INmidL,0,0
antPUc,INhook,0,0
antPUc,INMBtype6,0,0
antPUc,INMBtype5,0,0
antPUc,INMBtype7,0,0
antPUc,INcross,0,0
antPUc,INpro,0,0
antPUc,INproT2,0,0
antPUc,INpear,0,0
antPUc,INZ,0,0
antPUc,INbigloop,0,0
antPUc,INUturn,0,0
antPUc,INdecussfoot,0,0
antPUc,INdecusshook,0,0
antPUc,INlasso.postSN,0,0
antPUc,INR1,0,0
antPUc,INmus,0,0
antPUc,INdescLuqinPDF,0,0
antPUc,INsqNSasym,0,0
antPUc,INhorn,0,0
antPUc,INMBPDF,0,0
antPUc,INMBdescFMRF,0,0
antPUc,INDLSO,0,0
antPUc,INexsn,0,0
antPUc,MBmouth.young.1360479,0,0
antPUc,INtorii,0,0
antPUc,INUturnMB,0,0
antPUc,IN.1301924,0,0
antPUc,INMBdesc3,0,0
antPUc,INMBdesc2,0,0
antPUc,INpara,0,0
antPUc,Ser.h1,0,0
antPUc,MC,7,0.09333333333333334
antPUc,MNant,0,0
antPUc,MN3,0,0
antPUc,MN1,0,0
antPUc,MN2,0,0
antPUc,MNakro,0,0
antPUc,MNgland.head,0,0
antPUc,MNheadV,0,0
hPUc1,PRC,0,0
hPUc1,cPRC,0,0
hPUc1,SNnuchPDF,0,0
hPUc1,SNnuchNS,0,0
hPUc1,SNnuchBx,0,0
hPUc1,SNgolden,0,0
hPUc1,SNhorn,1,0.5
hPUc1,SNhook,0,0
hPUc1,SNlasso,0,0
hPUc1,SNMIP.vc,0,0
hPUc1,SNmus,0,
hPUc1,SNantlerPDF,0,0
hPUc1,SNPDF.dcl1,0,0
hPUc1,SN.DLSO1.2,0,0
hPUc1,SN.DLSO,0,0
hPUc1,SN.DLSO1.2.1,0,0
hPUc1,SN.DLSO2l,0,0
hPUc1,SNMB2,0,0
hPUc1,eyespot.PRCR3,0,0
hPUc1,eyespot.PRCR1,0,0
hPUc1,MS1,0,0
hPUc1,MS2,0,0
hPUc1,MS3,0,0
hPUc1,SN.ASTC,0,0
hPUc1,SN.DLSO3.PDF,0,0
hPUc1,SN.DLSO3,0,0
hPUc1,SN.IRP2.burs,0,0
hPUc1,SN.IRP2.FMRF,0,0
hPUc1,SN.MIP4,0,0
hPUc1,SN.MIP1,0,0
hPUc1,SN.WLD,0,0
hPUc1,SN.DSO17,0,0
hPUc1,SNbicil,0,0
hPUc1,SNasym,0,0
hPUc1,SN47Ach,0,0
hPUc1,dsoNPB1unp,0,0
hPUc1,antPUc,0,0
hPUc1,hPUc1,3,0.375
hPUc1,hPUc,0,0
hPUc1,dsoPUc1unp,0,0
hPUc1,hPU2l.asymPDF,0,0
hPUc1,hCR2,0,0
hPUc1,SN.DLSO1.0,0,0
hPUc1,SN.NS1,0,0
hPUc1,SN.NS3,0,0
hPUc1,SN.NS4,0,0
hPUc1,SN.NS15,0,0
hPUc1,SNaant,0,0
hPUc1,SN.NS22,0,0
hPUc1,SN.NS5,0,0
hPUc1,SN.NS17,0,0
hPUc1,SN.YF5cil,0,0
hPUc1,SN.NS19,0,0
hPUc1,SN.NS20,0,0
hPUc1,SN.NS6,0,
hPUc1,SN.NS29,0,0
hPUc1,SN.NS27,0,0
hPUc1,SN.NS18,0,0
hPUc1,SN.NS16,0,0
hPUc1,SNadNS22,0,0
hPUc1,SNblunt,0,0
hPUc1,SN.DLSO1.3,0,0
hPUc1,SNbronto,0,0
hPUc1,SN.DLSO1.1NP,0,0
hPUc1,SN.DLSO1.1,0,0
hPUc1,SNtorii,0,0
hPUc1,SNtrpa,0,0
hPUc1,IN1,0,0
hPUc1,INton,0,0
hPUc1,INpreSer,0,0
hPUc1,INRGWa,0,0
hPUc1,INNOS,0,0
hPUc1,cMNPDF.vcl1,0,0
hPUc1,cMNATO,0,0
hPUc1,cMNdc..PDF,0,0
hPUc1,INlasso,0,0
hPUc1,INdecussPre,2,0.047619047619047616
hPUc1,INpreMN,0,0
hPUc1,MC2biax.1,0,0
hPUc1,INCrossbow,7,0.08860759493670886
hPUc1,INarc1,0,0
hPUc1,INarc2,0,0
hPUc1,INsn,0,0
hPUc1,INrope,0,0
hPUc1,INMC3,0,0
hPUc1,INbiax,0,0
hPUc1,INsplitPUh,0,0
hPUc1,INdc,0,0
hPUc1,INfoot,0,0
hPUc1,INW,0,0
hPUc1,INmidL,0,0
hPUc1,INhook,0,0
hPUc1,INMBtype6,0,0
hPUc1,INMBtype5,0,0
hPUc1,INMBtype7,0,0
hPUc1,INcross,0,0
hPUc1,INpro,0,0
hPUc1,INproT2,0,0
hPUc1,INpear,0,0
hPUc1,INZ,0,0
hPUc1,INbigloop,0,0
hPUc1,INUturn,0,0
hPUc1,INdecussfoot,0,0
hPUc1,INdecusshook,0,0
hPUc1,INlasso.postSN,0,0
hPUc1,INR1,0,0
hPUc1,INmus,0,0
hPUc1,INdescLuqinPDF,0,0
hPUc1,INsqNSasym,0,0
hPUc1,INhorn,0,0
hPUc1,INMBPDF,0,0
hPUc1,INMBdescFMRF,0,0
hPUc1,INDLSO,0,0
hPUc1,INexsn,0,0
hPUc1,MBmouth.young.1360479,0,0
hPUc1,INtorii,0,0
hPUc1,INUturnMB,0,0
hPUc1,IN.1301924,0,0
hPUc1,INMBdesc3,0,0
hPUc1,INMBdesc2,1,0.07142857142857142
hPUc1,INpara,0,0
hPUc1,Ser.h1,0,0
hPUc1,MC,0,0
hPUc1,MNant,0,0
hPUc1,MN3,0,0
hPUc1,MN1,0,0
hPUc1,MN2,0,0
hPUc1,MNakro,1,0.1111111111111111
hPUc1,MNgland.head,0,0
hPUc1,MNheadV,0,0
hPUc,PRC,0,0
hPUc,cPRC,0,0
hPUc,SNnuchPDF,0,0
hPUc,SNnuchNS,0,0
hPUc,SNnuchBx,0,0
hPUc,SNgolden,0,0
hPUc,SNhorn,0,0
hPUc,SNhook,0,0
hPUc,SNlasso,0,0
hPUc,SNMIP.vc,0,0
hPUc,SNmus,0,
hPUc,SNantlerPDF,0,0
hPUc,SNPDF.dcl1,0,0
hPUc,SN.DLSO1.2,0,0
hPUc,SN.DLSO,0,0
hPUc,SN.DLSO1.2.1,0,0
hPUc,SN.DLSO2l,0,0
hPUc,SNMB2,0,0
hPUc,eyespot.PRCR3,0,0
hPUc,eyespot.PRCR1,0,0
hPUc,MS1,0,0
hPUc,MS2,0,0
hPUc,MS3,0,0
hPUc,SN.ASTC,0,0
hPUc,SN.DLSO3.PDF,0,0
hPUc,SN.DLSO3,0,0
hPUc,SN.IRP2.burs,0,0
hPUc,SN.IRP2.FMRF,0,0
hPUc,SN.MIP4,0,0
hPUc,SN.MIP1,0,0
hPUc,SN.WLD,0,0
hPUc,SN.DSO17,0,0
hPUc,SNbicil,0,0
hPUc,SNasym,0,0
hPUc,SN47Ach,0,0
hPUc,dsoNPB1unp,0,0
hPUc,antPUc,0,0
hPUc,hPUc1,0,0
hPUc,hPUc,10,0.625
hPUc,dsoPUc1unp,0,0
hPUc,hPU2l.asymPDF,0,0
hPUc,hCR2,0,0
hPUc,SN.DLSO1.0,0,0
hPUc,SN.NS1,0,0
hPUc,SN.NS3,0,0
hPUc,SN.NS4,0,0
hPUc,SN.NS15,0,0
hPUc,SNaant,0,0
hPUc,SN.NS22,0,0
hPUc,SN.NS5,0,0
hPUc,SN.NS17,0,0
hPUc,SN.YF5cil,0,0
hPUc,SN.NS19,0,0
hPUc,SN.NS20,0,0
hPUc,SN.NS6,0,
hPUc,SN.NS29,0,0
hPUc,SN.NS27,0,0
hPUc,SN.NS18,0,0
hPUc,SN.NS16,0,0
hPUc,SNadNS22,0,0
hPUc,SNblunt,3,0.3
hPUc,SN.DLSO1.3,0,0
hPUc,SNbronto,1,0.16666666666666666
